"","postcode","year","win_temp_mean","sum_temp_mean","win_temp_sd","sum_temp_sd","pm2_5","death_all","death_CHD","death_CPD","death_MI","population","income_median_person","RSE.Disadv","RSE.Adv.Disadv","Economic.Resources","Education.and.Occupation","SEIFA","age.64.cvd","age65.69.cvd","age70.74.cvd","age75.79.cvd","age80.84.cvd","age..85.cvd","Female.cvd","Male.cvd","death_CVD","age.64.RD","age65.69.RD","age70.74.RD","age75.79.RD","age80.84.RD","age..85.RD","Female.RD","Male.RD","death_RD","all_age.64","all_age65.69","all_age70.74","all_age75.79","all_age80.84","all_age..85","all_female","all_male","nonacid_age.64","nonacid_age.85","nonacid_age65.69","nonacid_age70.74","nonacid_age75.79","nonacid_age80.84","nonacid_Female","nonacid_Male","death_nonacid","brisban","age.cvd_65add","age.RD_65add","all_age.65add","nonacid_age.65add","cluster"
"89","4005","2006",16.9103260869565,25.3405555555556,1.42846913453633,2.17744947237452,7,119,17,3,15,17876,1189,1089,1122,977,1159,4347,2,3,5,9,11,37,40,27,67,3,0,0,1,0,7,5,6,11,10,6,8,12,23,60,70,49,9,59,5,8,12,21,68,46,114,1,65,8,109,105,"1"
"90","4005","2007",16.1228260869565,25.0294444444444,2.11922665040706,1.65731091324804,7,135,13,8,10,17876,1189,1089,1122,977,1159,4347,3,2,1,2,9,36,30,23,53,0,0,3,5,1,14,14,9,23,15,6,4,14,20,76,76,59,6,73,6,4,14,20,73,50,123,1,50,23,120,117,"1"
"91","4005","2008",16.1309782608696,25.2313186813187,2.26517886627646,1.51462588618166,7,99,10,5,13,17876,1189,1089,1122,977,1159,4347,3,3,2,2,13,30,29,24,53,0,1,0,1,3,2,1,6,7,9,6,7,7,20,50,45,54,4,49,6,7,7,20,44,49,93,1,50,7,90,89,"1"
"92","4005","2009",17.0135869565217,25.7766666666667,2.56093972343762,1.4039911008393,9,78,12,2,9,17876,1189,1089,1122,977,1159,4347,1,3,3,2,6,32,29,18,47,2,0,1,1,0,5,5,4,9,4,3,6,5,9,51,50,28,3,51,3,6,5,9,50,27,77,1,46,7,74,74,"1"
"93","4005","2010",16.6163043478261,25.5511111111111,1.67507763795225,1.66549546863837,7,103,13,6,11,17876,1189,1089,1122,977,1159,4347,5,1,4,4,15,26,34,21,55,2,0,1,2,3,3,4,7,11,17,2,5,6,27,46,59,44,12,44,1,5,6,27,57,38,95,1,50,9,86,83,"1"
"94","4005","2011",16.0201086956522,24.88,1.69793118757085,2.08145638295817,7,114,11,9,10,17876,1189,1089,1122,977,1159,4347,2,1,2,2,7,41,35,20,55,2,1,0,3,1,8,7,8,15,10,4,3,6,17,74,64,50,6,69,3,2,5,16,60,41,101,1,53,13,104,95,"1"
"95","4005","2012",16.4288043478261,25.2983516483516,1.87476348245471,1.70540725910673,8,114,9,3,7,17876,1189,1089,1122,977,1159,4347,3,4,4,2,10,43,33,33,66,1,0,0,0,3,5,5,4,9,8,5,4,6,19,72,59,55,5,71,5,4,6,18,57,52,109,1,63,8,106,104,"1"
"96","4005","2013",17.2108695652174,25.28,1.85960272974368,1.91890066842474,8,84,8,6,8,17876,1189,1089,1122,977,1159,4347,4,1,1,2,8,22,19,19,38,0,1,0,1,3,3,4,4,8,8,3,5,7,19,42,42,42,5,41,3,4,7,19,39,40,79,1,34,8,76,74,"1"
"97","4006","1998",16.6032608695652,25.3555555555556,2.24347410572696,1.66506477325241,7,81,9,1,20,14530,923,1050,1076,893,1120,4139,0,2,2,5,3,20,24,8,32,0,1,0,0,0,2,2,1,3,3,6,10,12,15,35,51,30,3,35,6,10,12,15,51,30,81,1,32,3,78,78,"1"
"98","4006","1999",15.9375,23.8027777777778,1.82309097806053,1.73589599166616,7,65,8,1,18,14530,923,1050,1076,893,1120,4139,2,2,5,3,10,22,29,15,44,0,0,0,0,2,2,2,2,4,7,2,7,7,15,27,37,28,3,27,2,7,7,15,36,25,61,1,42,4,58,58,"1"
"99","4006","2000",15.383152173913,24.0467032967033,1.77840027469301,1.5867997527834,8,54,7,1,6,14530,923,1050,1076,893,1120,4139,2,1,4,3,7,15,16,16,32,0,0,0,1,0,2,1,2,3,9,1,5,4,11,24,25,29,4,24,1,5,4,11,23,26,49,1,30,3,45,45,"1"
"100","4006","2001",16.1711956521739,24.8222222222222,1.76851638472981,1.65883929759063,8,43,5,1,9,14530,923,1050,1076,893,1120,4139,1,2,0,5,5,11,14,10,24,0,0,0,1,1,2,3,1,4,6,2,0,8,9,18,24,19,4,17,2,0,8,9,23,17,40,1,23,4,37,36,"1"
